('this', 'place')	0.0036315948754161204
('it', 'was')	0.002521940885705639
('the', 'food')	0.0024210632502774136
('was', 'a')	0.0017149198022798347
('i', 'was')	0.0015131645314233834
('food', 'was')	0.0015131645314233834
('of', 'the')	0.0015131645314233834
('and', 'the')	0.0014122868959951579
('the', 'service')	0.0013114092605669323
('to', 'be')	0.0013114092605669323
('go', 'back')	0.0012105316251387068
('service', 'was')	0.0012105316251387068
("won't", 'be')	0.0012105316251387068
('and', 'i')	0.0011096539897104813
('i', 'had')	0.0011096539897104813
('was', 'not')	0.0011096539897104813
('i', 'would')	0.0011096539897104813
('did', 'not')	0.0010087763542822555
('but', 'i')	0.0010087763542822555
('of', 'a')	0.0010087763542822555
